,Pesos,retornos markwitz em %
ABEV3.SA,14.824871377895315,14.136115969516446
AHEB3.SA,12.564158709219738,20.967741935483915
BALM4.SA,6.835345149736674,2.4154512254179044
CGRA4.SA,9.140047120080773,0.5197945267240719
EGIE3.SA,19.787352750394078,-1.8793441794893335
ITSA3.SA,16.530890310037215,13.336273002679553
NEOE3.SA,4.748549461127795,7.162365823312755
PRIO3.SA,6.2710943827023815,-5.268910710483598
WEGE3.SA,9.297690738806047,30.059198326051057
YDUQ3.SA,9.811224739940793e-17,-11.634612827972852
