,Pesos,retornos markwitz em %
BRKM3.SA,6.81914703642571,12.899111859889237
EGIE3.SA,31.63717461637757,21.12871819048974
FESA4.SA,4.7236684810976435,4.174654195329184
HYPE3.SA,12.733306302438722,-18.037966743594236
ITSA4.SA,3.706890325596279e-16,-0.34378366809256267
ITUB4.SA,4.236282462411328e-16,-3.8185681674983187
TAEE4.SA,12.617179133685028,1.8205296798881547
VIVT3.SA,17.65311593919457,7.246822614684416
WEGE3.SA,9.446967414371034,-1.441819050760732
WIZC3.SA,4.369441076409735,17.24137494830788
