,Pesos,retornos markwitz em %
ALPA3.SA,26.963514065085377,1.62105541555556
CSUD3.SA,25.42610294958303,21.80203260939661
MDIA3.SA,24.696668709370257,6.691929030640945
QUAL3.SA,22.913714275961343,28.809206805800937
