,Pesos,retornos markwitz em %
EGIE3.SA,34.07198935095705,-9.528089205365188
FLRY3.SA,2.8552603510295196,-14.17347813153208
FRAS3.SA,11.794999193408142,7.507509627845075
MULT3.SA,6.714652347349206e-16,-8.7700439693282
TOTS3.SA,0.0,
UGPA3.SA,15.021374308180427,8.813350715495204
VIVT3.SA,25.858202458606844,-2.5611408793935873
WEGE3.SA,10.398174337818036,4.681250092388021
