,Pesos,retornos markwitz em %
ITUB4.SA,20.13462988270776,54.67067539466347
LREN3.SA,0.0,
PETR4.SA,39.82626530989984,7.425286369655626
PSSA3.SA,18.310183434950382,66.11527106254228
VIVT3.SA,21.728921372442024,45.41002316585539
