,Pesos,retornos markwitz em %
ABEV3.SA,9.573485821793916,-7.008980637959337
AHEB3.SA,9.406824422150827,63.15789473684209
ALLD3.SA,0.37850504138489216,-11.55628974952533
AZZA3.SA,1.572588512713274e-17,-17.99745259893396
BALM4.SA,7.372667393673088,-2.4073948065344775
BMIN3.SA,3.3943857017336434,-0.04997910510944058
BMOB3.SA,1.572588512713274e-17,-1.5895005792075302e-14
BRAP4.SA,9.380847585552317,-6.40506088262684
CMIG3.SA,0.27901443919357183,11.397704598447213
CSUD3.SA,4.50442564276618,-8.37798676446058
EALT3.SA,5.099208580815577,15.49765493855331
EGIE3.SA,13.922056900120799,12.415099705291166
FLRY3.SA,0.008876648692147123,1.1440147181790676
HYPE3.SA,2.7847605394605606e-16,-9.41505305185664
ITSA3.SA,12.919499059158419,-2.831174686635383
LREN3.SA,1.572588512713274e-17,-27.71384404492956
MDIA3.SA,2.8983033775177978,-20.552059887064264
TIMS3.SA,12.5078413513514,-7.409512506487781
WEGE3.SA,8.354058034095416,10.53184113567111
