,Pesos,retornos em %
BALM4.SA,20.0,27.380095101818508
TAEE3.SA,15.0,6.686404553294407
COGN3.SA,15.0,38.09144720646241
MGLU3.SA,15.0,-9.327020068523916
ITSA3.SA,15.0,14.959899702116475
WEGE3.SA,10.0,-4.505918325779495
GOAU4.SA,10.0,-0.5911188852891363
