,Pesos,retornos em %
CGAS3.SA,24.0,-3.920008520348451
CGRA4.SA,19.0,6.783719274904272
WEGE3.SA,19.0,10.329561088512216
SMTO3.SA,19.0,29.141194919112014
TAEE11.SA,19.0,20.403725337901385
