,Pesos,retornos em %
ABEV3.SA,20.0,6.678581546821564
ITUB3.SA,17.0,5.991355693643305
LREN3.SA,24.0,20.804520970923434
MRVE3.SA,20.0,43.22265172951415
WEGE3.SA,19.0,17.041082716876783
