,Pesos,retornos em %
CSUD3.SA,10.0,13.857264795151961
LREN3.SA,15.0,-11.557812291894022
QUAL3.SA,15.0,-0.11523804148304173
TAEE11.SA,10.0,-11.973053196785253
TAEE3.SA,10.0,0.0
TOTS3.SA,15.0,1.7843358280885175
WEGE3.SA,25.0,-8.155944855930702
