,Pesos,retornos em %
AFLT3.SA,20.0,-17.818191746111452
WIZC3.SA,20.0,-34.08161943927193
CGRA4.SA,15.0,-5.508465590272974
MULT3.SA,15.0,-11.315606991512821
QUAL3.SA,15.0,-29.966967161701884
SMTO3.SA,15.0,6.598054929946335
