,Pesos,retornos em %
ABEV3.SA,10.0,-13.40819826814268
CAMB3.SA,10.0,7.467944403587991
CSUD3.SA,15.0,19.226640288415773
GOAU3.SA,10.0,-5.035081470622964
NEOE3.SA,10.0,-11.871703308969387
PETR4.SA,10.0,19.271721400424084
PRIO3.SA,10.0,23.659309035475847
SUZB3.SA,15.0,21.350322184894445
TOTS3.SA,10.0,-10.154470150112893
