,Pesos,retornos em %
PETR3.SA,20.0,25.557221397560486
TIMS3.SA,18.0,-5.51033938279062
BBSE3.SA,15.0,8.319890376925471
CSUD3.SA,12.0,12.310122906892056
ITSA4.SA,12.0,18.99122245308255
AFLT3.SA,10.0,0.7430824054650935
NUTR3.SA,8.0,11.999998092651367
SLCE3.SA,5.0,-2.7409527657682746
