,Pesos,retornos em %
BRKM3.SA,10.0,12.899111859889231
EGIE3.SA,12.0,21.12873378769914
FESA4.SA,7.0,4.174654195329241
HYPE3.SA,7.0,-18.038001924058186
ITSA4.SA,7.5,-0.34376669732674686
ITUB4.SA,7.5,-3.818541476978595
TAEE4.SA,12.0,1.8205175843098382
VIVT3.SA,10.0,7.246883793258892
WEGE3.SA,15.0,-1.4418074661579285
WIZC3.SA,12.0,17.241363448392267
