,Pesos,retornos em %
BLAU3.SA,20.0,-19.71897601070273
CGRA4.SA,20.0,-4.739340612270736
AFLT3.SA,10.0,2.5000043047800196
ALPK3.SA,10.0,-2.742608520698159
ALLD3.SA,10.0,-0.35460677111014544
AMAR3.SA,10.0,-2.9411737206622437
BALM4.SA,10.0,-2.8012721168515
BAUH4.SA,10.0,-1.371925366370391
