,Pesos,retornos em %
WEGE3.SA,20.0,-24.347922822090645
TIMS3.SA,20.0,-9.525477371761493
USIM3.SA,15.0,-34.247370850162596
VIVT3.SA,20.0,-10.58776417378132
GOAU3.SA,15.0,-13.409624764828425
PETR4.SA,10.0,4.128878100433816
