,Pesos,retornos em %
ABEV3.SA,20.0,10.059678258974717
CSUD3.SA,20.0,98.39035634274563
FLRY3.SA,20.0,23.882320340334452
MDIA3.SA,20.0,9.727829882310623
WIZC3.SA,20.0,30.13197061628034
