,Pesos,retornos em %
AZZA3.SA,18.0,32.72376740189332
LWSA3.SA,18.0,198.75519641352602
LOGG3.SA,14.0,83.81961703630951
ABEV3.SA,10.0,17.93160966579845
ALPA3.SA,10.0,25.0504183344377
CEAB3.SA,10.0,70.6953782838882
CGRA4.SA,10.0,15.219322082183432
ITSA3.SA,10.0,11.59610095907517
