,Pesos,retornos em %
EGIE3.SA,10.0,-9.528089842556286
FLRY3.SA,12.0,-14.17346806568743
FRAS3.SA,14.0,7.507484366584957
MULT3.SA,10.0,-8.77005072694198
TOTS3.SA,11.0,-13.895642322497462
UGPA3.SA,12.0,8.813350715495098
VIVT3.SA,11.0,-2.561132870039158
WEGE3.SA,20.0,4.681261727022404
