,Pesos,retornos em %
EALT3.SA,15.0,-14.539246518847845
EALT4.SA,10.0,-19.060964682782323
AHEB3.SA,8.0,-22.486031867640662
WEGE3.SA,8.0,-13.089348809939633
BGIP4.SA,8.0,0.323741829582981
CYRE3.SA,9.0,19.03838922651733
DIRR3.SA,8.0,21.639918106038674
ITSA3.SA,8.0,8.878812843718835
JHSF3.SA,8.0,25.151580097400327
TAEE11.SA,8.0,9.027693613948506
TAEE4.SA,10.0,8.3598651292219
