,Pesos,retornos em %
BMOB3.SA,8.0,-32.793520820129714
CSNA3.SA,5.0,-34.47753982301573
CSUD3.SA,5.0,-13.570593898039457
GOAU3.SA,5.0,-9.196080567909938
SLCE3.SA,12.0,-11.45631041694639
TAEE4.SA,8.0,-3.4455080570564838
VALE3.SA,20.0,-25.902818054376198
VIVT3.SA,17.0,2.1687316605858644
WEGE3.SA,20.0,12.95032125209219
