,Pesos,retornos em %
PETR4.SA,15.0,7.425286369655633
ITUB4.SA,20.0,54.67067539466348
LREN3.SA,20.0,-5.915962606079119
PSSA3.SA,20.0,66.11527106254226
VIVT3.SA,25.0,45.41002316585539
