,Pesos,retornos em %
AZZA3.SA,16.0,-2.767613304808737
CGRA4.SA,20.0,-19.86756298810931
MULT3.SA,18.0,-14.37604601293738
RADL3.SA,22.0,33.92513805003657
WEGE3.SA,24.0,17.94192758732841
