,Pesos,retornos em %
CSMG3.SA,20.0,14.643640900666686
EGIE3.SA,20.0,10.372057385732802
ITSA4.SA,20.0,29.74618410186781
SLCE3.SA,20.0,23.879519922274934
WIZC3.SA,20.0,-7.883809414427634
